Generation	Performance	Genome
0	5.33016783156	[17.257, 0.6826, 0.2037, 0.7832, 0.5623, 3.6368]
1	5.61852579396	[17.257, 0.6826, 0.2037, 0.7832, 0.5801, 3.6368]
2	5.61852579396	[17.257, 0.6826, 0.2037, 0.7832, 0.5801, 3.6368]
3	5.61852579396	[17.257, 0.6826, 0.2037, 0.7832, 0.5801, 3.6368]
4	6.49010458318	[15.0, 1.0, 0.0, 0.3918, 0.7683, 3.4376]
5	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
6	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
7	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
8	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
9	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
10	6.61847578987	[14.9869, 1.0, 0.0, 0.3918, 0.7683, 3.6368]
11	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
12	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
13	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
14	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
15	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
16	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
17	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
18	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
19	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
20	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
21	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
22	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
23	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
24	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
25	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
26	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
27	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
28	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
29	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
30	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
31	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
32	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
33	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
34	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
35	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
36	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
37	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
38	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
39	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
40	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
41	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
42	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
43	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
44	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
45	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
46	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
47	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
48	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
49	6.63187809002	[17.0, 0.6826, 0.2037, 0.7832, 0.7683, 3.0]
